0	0	4.305970000000001e-18
1	1	2.138940000000000e-17
2	2	3.357040000000000e-18
3	3	5.161490000000001e-18
4	4	8.952230000000002e-18
5	5	7.190880000000001e-18
6	6	2.646020000000000e-18
7	7	2.598180000000000e-17
8	8	1.797290000000000e-17
9	9	1.312190000000000e-17
10	10	1.264360000000000e-17
11	11	1.669370000000000e-17
12	12	2.113670000000000e-16
13	13	9.543030000000000e-18
14	14	2.194320000000000e-17
15	15	9.783050000000001e-18
16	16	9.277560000000000e-17
17	17	1.388270000000000e-17
18	18	3.889710000000001e-17
19	19	3.424160000000000e-17
20	20	7.680290000000002e-17
21	21	5.770630000000000e-18
22	22	1.114260000000000e-16
23	23	1.109021000000000e-18
24	24	1.137200000000000e-17
25	25	1.137560000000000e-17
26	26	1.145700000000000e-17
27	27	1.145700000000000e-17
