0	0	4.312130000000000e-18
1	1	2.178230000000000e-17
2	2	2.139910000000000e-17
3	3	3.529760000000001e-18
4	4	6.440910000000001e-18
5	5	2.541810000000000e-18
6	6	8.446730000000001e-18
7	7	6.025450000000001e-18
8	8	9.295010000000000e-18
9	9	6.810850000000001e-18
10	10	5.947140000000000e-18
11	11	1.046265000000000e-17
12	12	1.963120000000000e-17
13	13	2.931260000000000e-17
14	14	2.930700000000000e-17
15	15	8.593200000000001e-17
16	16	1.015850000000000e-16
17	17	2.253640000000000e-16
18	18	1.452110000000000e-17
19	19	1.352260000000000e-17
20	20	1.300740000000000e-17
21	21	8.844680000000001e-18
22	22	2.837670000000000e-17
23	23	9.781920000000001e-18
24	24	4.182510000000000e-16
25	25	3.267850000000000e-16
26	26	3.424160000000000e-17
27	27	3.889710000000001e-17
28	28	2.002590000000000e-16
29	29	1.952270000000000e-16
30	30	5.305990000000000e-18
31	31	1.137200000000000e-17
32	32	1.145700000000000e-17
33	33	1.571080000000000e-17
34	34	1.568210000000000e-17
35	35	1.919480000000000e-17
36	36	2.049240000000000e-17
37	37	7.587130000000001e-17
38	38	1.282360000000000e-17
39	39	1.096180000000000e-16
40	40	8.689270000000001e-18
41	41	1.589390000000000e-17
42	42	1.835850000000000e-17
43	43	6.695580000000000e-18
44	44	8.065400000000000e-18
45	45	6.131380000000000e-18
